Fecha,Hora,Día,Mes,Temperatura (°C),Watermark Comercial,Watermark Uni,Riego,,,,,,,,
14/01/2025,00:00,Martes,Enero 2025,20,38.03,36.93,0,,,,,,,,
14/01/2025,01:00,Martes,Enero 2025,20,38.71,37.3,0,,,,,,,,
14/01/2025,02:00,Martes,Enero 2025,21.3,39.36,37.61,0,,,,,,,,
14/01/2025,03:00,Martes,Enero 2025,21.8,40.09,37.86,0,,,,,,,,
14/01/2025,04:00,Martes,Enero 2025,24.2,40.79,38.32,0,,,,,,,,
14/01/2025,05:00,Martes,Enero 2025,26,41.53,38.8,0,,,,,,,,
14/01/2025,06:00,Martes,Enero 2025,27.4,42,39,0,,,,,,,,
14/01/2025,07:00,Martes,Enero 2025,29.5,42,39.44,0,,,,,,,,
14/01/2025,08:00,Martes,Enero 2025,31.4,42,39.93,0,,,,,,,,
14/01/2025,09:00,Martes,Enero 2025,33.2,42,40,0,,,,,,,,
14/01/2025,10:00,Martes,Enero 2025,33.5,42,40,0,,,,,,,,
14/01/2025,11:00,Martes,Enero 2025,35,42,40,1,,,,,,,,
14/01/2025,12:00,Martes,Enero 2025,35,41.14,39.01,0,,,,,,,,
14/01/2025,13:00,Martes,Enero 2025,34.7,39.73,38.47,0,,,,,,,,
14/01/2025,14:00,Martes,Enero 2025,33.8,38.58,37.34,0,,,,,,,,
14/01/2025,15:00,Martes,Enero 2025,33.2,38.93,37.68,0,,,,,,,,
14/01/2025,16:00,Martes,Enero 2025,31.4,39.53,38.16,0,,,,,,,,
14/01/2025,17:00,Martes,Enero 2025,29.4,40.13,38.41,0,,,,,,,,
14/01/2025,18:00,Martes,Enero 2025,27.4,40.25,38.53,1,,,,,,,,
14/01/2025,19:00,Martes,Enero 2025,25.5,39.82,37.84,0,,,,,,,,
14/01/2025,20:00,Martes,Enero 2025,23.6,39.14,37.52,0,,,,,,,,
14/01/2025,21:00,Martes,Enero 2025,22.6,38.29,37.1,0,,,,,,,,
14/01/2025,22:00,Martes,Enero 2025,21,37.88,36.54,0,,,,,,,,
14/01/2025,23:00,Martes,Enero 2025,20.2,37.08,35.89,0,,,,,,,,
15/01/2025,00:00,Miércoles,Enero 2025,20.3,37.61,36.32,0,,,,,,,,
15/01/2025,01:00,Miércoles,Enero 2025,20.4,38.2,36.53,0,,,,,,,,
15/01/2025,02:00,Miércoles,Enero 2025,21.3,38.65,36.78,0,,,,,,,,
15/01/2025,03:00,Miércoles,Enero 2025,22.3,39.02,37.24,0,,,,,,,,
15/01/2025,04:00,Miércoles,Enero 2025,23.5,39.46,37.75,0,,,,,,,,
15/01/2025,05:00,Miércoles,Enero 2025,25.4,39.87,38.26,0,,,,,,,,
15/01/2025,06:00,Miércoles,Enero 2025,27,40.56,38.51,0,,,,,,,,
15/01/2025,07:00,Miércoles,Enero 2025,29.1,41.01,38.77,0,,,,,,,,
15/01/2025,08:00,Miércoles,Enero 2025,31.4,41.37,38.98,0,,,,,,,,
15/01/2025,09:00,Miércoles,Enero 2025,33.1,41.82,39.29,0,,,,,,,,
15/01/2025,10:00,Miércoles,Enero 2025,33.7,42,39.75,0,,,,,,,,
15/01/2025,11:00,Miércoles,Enero 2025,34.8,42,39.87,1,,,,,,,,
15/01/2025,12:00,Miércoles,Enero 2025,35,40.86,38.75,0,,,,,,,,
15/01/2025,13:00,Miércoles,Enero 2025,34.7,40.02,37.58,0,,,,,,,,
15/01/2025,14:00,Miércoles,Enero 2025,34.3,39.13,36.75,0,,,,,,,,
15/01/2025,15:00,Miércoles,Enero 2025,32.8,39.81,36.96,0,,,,,,,,
15/01/2025,16:00,Miércoles,Enero 2025,31.2,40.27,37.37,0,,,,,,,,
15/01/2025,17:00,Miércoles,Enero 2025,29.4,40.94,37.59,0,,,,,,,,
15/01/2025,18:00,Miércoles,Enero 2025,27.1,41.16,37.65,1,,,,,,,,
15/01/2025,19:00,Miércoles,Enero 2025,25.3,40.58,37.17,0,,,,,,,,
15/01/2025,20:00,Miércoles,Enero 2025,23.6,40.17,36.68,0,,,,,,,,
15/01/2025,21:00,Miércoles,Enero 2025,22.2,39.58,36.02,0,,,,,,,,
15/01/2025,22:00,Miércoles,Enero 2025,21.2,39.1,35.58,0,,,,,,,,
15/01/2025,23:00,Miércoles,Enero 2025,20.5,38.56,34.97,0,,,,,,,,
16/01/2025,00:00,Jueves,Enero 2025,20,39,35.29,0,,,,,,,,
16/01/2025,01:00,Jueves,Enero 2025,20.2,39.52,35.52,0,,,,,,,,
16/01/2025,02:00,Jueves,Enero 2025,20.9,40.14,35.85,0,,,,,,,,
16/01/2025,03:00,Jueves,Enero 2025,21.8,40.86,36.08,0,,,,,,,,
16/01/2025,04:00,Jueves,Enero 2025,24.1,41.24,36.31,0,,,,,,,,
16/01/2025,05:00,Jueves,Enero 2025,25.8,41.92,36.7,0,,,,,,,,
16/01/2025,06:00,Jueves,Enero 2025,27.6,42,37.02,0,,,,,,,,
16/01/2025,07:00,Jueves,Enero 2025,29.1,42,37.45,0,,,,,,,,
16/01/2025,08:00,Jueves,Enero 2025,31.5,42,37.9,0,,,,,,,,
16/01/2025,09:00,Jueves,Enero 2025,33.3,42,38.23,0,,,,,,,,
16/01/2025,10:00,Jueves,Enero 2025,34.1,42,38.66,0,,,,,,,,
16/01/2025,11:00,Jueves,Enero 2025,34.5,42,38.83,1,,,,,,,,
16/01/2025,12:00,Jueves,Enero 2025,34.9,41.03,38.04,0,,,,,,,,
16/01/2025,13:00,Jueves,Enero 2025,35,40.13,37.52,0,,,,,,,,
16/01/2025,14:00,Jueves,Enero 2025,34.3,39.05,36.77,0,,,,,,,,
16/01/2025,15:00,Jueves,Enero 2025,32.3,39.73,37.22,0,,,,,,,,
16/01/2025,16:00,Jueves,Enero 2025,31,40.1,37.63,0,,,,,,,,
16/01/2025,17:00,Jueves,Enero 2025,29.3,40.53,37.83,0,,,,,,,,
16/01/2025,18:00,Jueves,Enero 2025,27.9,40.75,37.94,1,,,,,,,,
16/01/2025,19:00,Jueves,Enero 2025,25.2,40.16,37.25,0,,,,,,,,
16/01/2025,20:00,Jueves,Enero 2025,24,39.37,36.72,0,,,,,,,,
16/01/2025,21:00,Jueves,Enero 2025,22,38.66,36.31,0,,,,,,,,
16/01/2025,22:00,Jueves,Enero 2025,21.3,38.04,35.64,0,,,,,,,,
16/01/2025,23:00,Jueves,Enero 2025,20,37.22,35.19,0,,,,,,,,
17/01/2025,00:00,Viernes,Enero 2025,20.2,37.68,35.62,0,,,,,,,,
17/01/2025,01:00,Viernes,Enero 2025,20.2,38.21,35.92,0,,,,,,,,
17/01/2025,02:00,Viernes,Enero 2025,21.3,38.6,36.27,0,,,,,,,,
17/01/2025,03:00,Viernes,Enero 2025,22,39.22,36.64,0,,,,,,,,
17/01/2025,04:00,Viernes,Enero 2025,23.9,39.59,36.98,0,,,,,,,,
17/01/2025,05:00,Viernes,Enero 2025,25.7,39.94,37.28,0,,,,,,,,
17/01/2025,06:00,Viernes,Enero 2025,27.2,40.35,37.57,0,,,,,,,,
17/01/2025,07:00,Viernes,Enero 2025,29.3,40.7,38.03,0,,,,,,,,
17/01/2025,08:00,Viernes,Enero 2025,30.9,41.2,38.48,0,,,,,,,,
17/01/2025,09:00,Viernes,Enero 2025,32.8,41.89,38.96,0,,,,,,,,
17/01/2025,10:00,Viernes,Enero 2025,33.6,42,39.18,0,,,,,,,,
17/01/2025,11:00,Viernes,Enero 2025,34.3,42,39.36,1,,,,,,,,
17/01/2025,12:00,Viernes,Enero 2025,35,40.9,38.65,0,,,,,,,,
17/01/2025,13:00,Viernes,Enero 2025,34.7,39.48,37.47,0,,,,,,,,
17/01/2025,14:00,Viernes,Enero 2025,33.8,38.54,36.7,0,,,,,,,,
17/01/2025,15:00,Viernes,Enero 2025,33.1,39.21,36.93,0,,,,,,,,
17/01/2025,16:00,Viernes,Enero 2025,31.6,39.61,37.3,0,,,,,,,,
17/01/2025,17:00,Viernes,Enero 2025,29.5,40.07,37.6,0,,,,,,,,
17/01/2025,18:00,Viernes,Enero 2025,27.3,40.23,37.67,1,,,,,,,,
17/01/2025,19:00,Viernes,Enero 2025,25.6,39.39,37.17,0,,,,,,,,
17/01/2025,20:00,Viernes,Enero 2025,24.2,38.66,36.77,0,,,,,,,,
17/01/2025,21:00,Viernes,Enero 2025,22.5,38.17,36.16,0,,,,,,,,
17/01/2025,22:00,Viernes,Enero 2025,20.7,37.37,35.7,0,,,,,,,,
17/01/2025,23:00,Viernes,Enero 2025,20.5,36.8,35.07,0,,,,,,,,
18/01/2025,00:00,Sábado,Enero 2025,20.3,37.35,35.54,0,,,,,,,,
18/01/2025,01:00,Sábado,Enero 2025,20.5,37.88,36.06,0,,,,,,,,
18/01/2025,02:00,Sábado,Enero 2025,21.1,38.48,36.48,0,,,,,,,,
18/01/2025,03:00,Sábado,Enero 2025,22.6,39.08,36.73,0,,,,,,,,
18/01/2025,04:00,Sábado,Enero 2025,23.3,39.61,37.04,0,,,,,,,,
18/01/2025,05:00,Sábado,Enero 2025,25.3,39.98,37.41,0,,,,,,,,
18/01/2025,06:00,Sábado,Enero 2025,27.3,40.51,37.63,0,,,,,,,,
18/01/2025,07:00,Sábado,Enero 2025,29.8,40.89,38.14,0,,,,,,,,
18/01/2025,08:00,Sábado,Enero 2025,31.6,41.49,38.51,0,,,,,,,,
18/01/2025,09:00,Sábado,Enero 2025,32.8,42,38.99,0,,,,,,,,
18/01/2025,10:00,Sábado,Enero 2025,34.4,42,39.47,0,,,,,,,,
18/01/2025,11:00,Sábado,Enero 2025,34.9,42,39.6,1,,,,,,,,
18/01/2025,12:00,Sábado,Enero 2025,34.7,40.54,38.47,0,,,,,,,,
18/01/2025,13:00,Sábado,Enero 2025,35,39.28,37.77,0,,,,,,,,
18/01/2025,14:00,Sábado,Enero 2025,34,37.9,36.74,0,,,,,,,,
18/01/2025,15:00,Sábado,Enero 2025,32.7,38.38,37.1,0,,,,,,,,
18/01/2025,16:00,Sábado,Enero 2025,30.9,38.83,37.38,0,,,,,,,,
18/01/2025,17:00,Sábado,Enero 2025,29.3,39.26,37.76,0,,,,,,,,
18/01/2025,18:00,Sábado,Enero 2025,27.8,39.49,37.82,1,,,,,,,,
18/01/2025,19:00,Sábado,Enero 2025,25.2,38.93,37.24,0,,,,,,,,
18/01/2025,20:00,Sábado,Enero 2025,24,38.36,36.9,0,,,,,,,,
18/01/2025,21:00,Sábado,Enero 2025,22.6,37.63,36.43,0,,,,,,,,
18/01/2025,22:00,Sábado,Enero 2025,20.6,36.9,36.12,0,,,,,,,,
18/01/2025,23:00,Sábado,Enero 2025,20.5,36.2,35.66,0,,,,,,,,
19/01/2025,00:00,Domingo,Enero 2025,20.4,36.67,35.99,0,,,,,,,,
19/01/2025,01:00,Domingo,Enero 2025,20.5,37.35,36.42,0,,,,,,,,
19/01/2025,02:00,Domingo,Enero 2025,21.3,37.99,36.86,0,,,,,,,,
19/01/2025,03:00,Domingo,Enero 2025,22.2,38.6,37.21,0,,,,,,,,
19/01/2025,04:00,Domingo,Enero 2025,23.6,39.1,37.47,0,,,,,,,,
19/01/2025,05:00,Domingo,Enero 2025,25.3,39.83,37.84,0,,,,,,,,
19/01/2025,06:00,Domingo,Enero 2025,27.2,40.23,38.07,0,,,,,,,,
19/01/2025,07:00,Domingo,Enero 2025,29.8,40.62,38.54,0,,,,,,,,
19/01/2025,08:00,Domingo,Enero 2025,31.6,41.33,38.76,0,,,,,,,,
19/01/2025,09:00,Domingo,Enero 2025,32.6,41.98,39,0,,,,,,,,
19/01/2025,10:00,Domingo,Enero 2025,33.9,42,39.49,0,,,,,,,,
19/01/2025,11:00,Domingo,Enero 2025,35,42,39.57,1,,,,,,,,
19/01/2025,12:00,Domingo,Enero 2025,34.9,40.79,38.84,0,,,,,,,,
19/01/2025,13:00,Domingo,Enero 2025,34.5,39.6,37.84,0,,,,,,,,
19/01/2025,14:00,Domingo,Enero 2025,34.2,38.41,37.01,0,,,,,,,,
19/01/2025,15:00,Domingo,Enero 2025,32.6,39.04,37.35,0,,,,,,,,
19/01/2025,16:00,Domingo,Enero 2025,31.6,39.48,37.84,0,,,,,,,,
19/01/2025,17:00,Domingo,Enero 2025,29.9,39.97,38.12,0,,,,,,,,
19/01/2025,18:00,Domingo,Enero 2025,27.4,40.17,38.32,1,,,,,,,,
19/01/2025,19:00,Domingo,Enero 2025,25.9,39.67,37.67,0,,,,,,,,
19/01/2025,20:00,Domingo,Enero 2025,23.5,39.09,37.32,0,,,,,,,,
19/01/2025,21:00,Domingo,Enero 2025,22.3,38.25,36.96,0,,,,,,,,
19/01/2025,22:00,Domingo,Enero 2025,21.4,37.49,36.57,0,,,,,,,,
19/01/2025,23:00,Domingo,Enero 2025,20,37.04,35.93,0,,,,,,,,
20/01/2025,00:00,Lunes,Enero 2025,20,37.77,36.2,0,,,,,,,,
20/01/2025,01:00,Lunes,Enero 2025,20.2,38.26,36.41,0,,,,,,,,
20/01/2025,02:00,Lunes,Enero 2025,20.6,38.81,36.69,0,,,,,,,,
20/01/2025,03:00,Lunes,Enero 2025,22.7,39.31,36.9,0,,,,,,,,
20/01/2025,04:00,Lunes,Enero 2025,24.2,40,37.33,0,,,,,,,,
20/01/2025,05:00,Lunes,Enero 2025,25.9,40.4,37.63,0,,,,,,,,
20/01/2025,06:00,Lunes,Enero 2025,27.8,41.03,37.88,0,,,,,,,,
20/01/2025,07:00,Lunes,Enero 2025,29.2,41.56,38.08,0,,,,,,,,
20/01/2025,08:00,Lunes,Enero 2025,30.8,42,38.58,0,,,,,,,,
20/01/2025,09:00,Lunes,Enero 2025,32.9,42,38.96,0,,,,,,,,
20/01/2025,10:00,Lunes,Enero 2025,33.6,42,39.27,0,,,,,,,,
20/01/2025,11:00,Lunes,Enero 2025,34.3,42,39.43,1,,,,,,,,
20/01/2025,12:00,Lunes,Enero 2025,35,40.58,38.87,0,,,,,,,,
20/01/2025,13:00,Lunes,Enero 2025,34.8,39.09,38.03,0,,,,,,,,
20/01/2025,14:00,Lunes,Enero 2025,33.7,37.69,37.26,0,,,,,,,,
20/01/2025,15:00,Lunes,Enero 2025,32.9,38.09,37.45,0,,,,,,,,
20/01/2025,16:00,Lunes,Enero 2025,31.4,38.42,37.95,0,,,,,,,,
20/01/2025,17:00,Lunes,Enero 2025,29,38.93,38.3,0,,,,,,,,
20/01/2025,18:00,Lunes,Enero 2025,28,39.14,38.41,1,,,,,,,,
20/01/2025,19:00,Lunes,Enero 2025,25.5,38.56,38.1,0,,,,,,,,
20/01/2025,20:00,Lunes,Enero 2025,23.5,37.67,37.72,0,,,,,,,,
20/01/2025,21:00,Lunes,Enero 2025,22,37.56,37.27,0,,,,,,,,
20/01/2025,22:00,Lunes,Enero 2025,21.3,36.6,36.7,0,,,,,,,,
20/01/2025,23:00,Lunes,Enero 2025,20,35.97,36.32,0,,,,,,,,
21/01/2025,00:00,Martes,Enero 2025,20,36.64,36.69,0,,,,,,,,
21/01/2025,01:00,Martes,Enero 2025,20.5,37.24,37.17,0,,,,,,,,
21/01/2025,02:00,Martes,Enero 2025,20.6,37.9,37.53,0,,,,,,,,
21/01/2025,03:00,Martes,Enero 2025,22,38.27,37.8,0,,,,,,,,
21/01/2025,04:00,Martes,Enero 2025,23.3,38.99,38.18,0,,,,,,,,
21/01/2025,05:00,Martes,Enero 2025,26,39.56,38.47,0,,,,,,,,
21/01/2025,06:00,Martes,Enero 2025,27.8,39.98,38.8,0,,,,,,,,
21/01/2025,07:00,Martes,Enero 2025,29.7,40.68,39.11,0,,,,,,,,
21/01/2025,08:00,Martes,Enero 2025,30.9,41.18,39.62,0,,,,,,,,
21/01/2025,09:00,Martes,Enero 2025,33,41.89,39.96,0,,,,,,,,
21/01/2025,10:00,Martes,Enero 2025,34.5,42,40,0,,,,,,,,
21/01/2025,11:00,Martes,Enero 2025,35,42,40,1,,,,,,,,
21/01/2025,12:00,Martes,Enero 2025,35,40.56,39.22,0,,,,,,,,
21/01/2025,13:00,Martes,Enero 2025,35,39.44,38.25,0,,,,,,,,
21/01/2025,14:00,Martes,Enero 2025,33.6,38.4,37.26,0,,,,,,,,
21/01/2025,15:00,Martes,Enero 2025,32.9,38.87,37.67,0,,,,,,,,
21/01/2025,16:00,Martes,Enero 2025,31.1,39.19,38.13,0,,,,,,,,
21/01/2025,17:00,Martes,Enero 2025,29.3,39.89,38.41,0,,,,,,,,
21/01/2025,18:00,Martes,Enero 2025,28,40.18,38.47,1,,,,,,,,
21/01/2025,19:00,Martes,Enero 2025,25.7,39.46,38.09,0,,,,,,,,
21/01/2025,20:00,Martes,Enero 2025,23.9,39.03,37.45,0,,,,,,,,
21/01/2025,21:00,Martes,Enero 2025,22.3,38.52,36.76,0,,,,,,,,
21/01/2025,22:00,Martes,Enero 2025,20.6,38.01,36.21,0,,,,,,,,
21/01/2025,23:00,Martes,Enero 2025,20.1,37.4,35.75,0,,,,,,,,
22/01/2025,00:00,Miércoles,Enero 2025,20.2,38.13,36.08,0,,,,,,,,
22/01/2025,01:00,Miércoles,Enero 2025,20.5,38.71,36.47,0,,,,,,,,
22/01/2025,02:00,Miércoles,Enero 2025,20.9,39.32,36.76,0,,,,,,,,
22/01/2025,03:00,Miércoles,Enero 2025,21.8,39.96,37.12,0,,,,,,,,
22/01/2025,04:00,Miércoles,Enero 2025,23.6,40.54,37.11,0,,,,,,,,
22/01/2025,05:00,Miércoles,Enero 2025,25.3,41.06,37.97,0,,,,,,,,
22/01/2025,06:00,Miércoles,Enero 2025,27.3,41.78,38.34,0,,,,,,,,
22/01/2025,07:00,Miércoles,Enero 2025,29.1,42,38.7,0,,,,,,,,
22/01/2025,08:00,Miércoles,Enero 2025,31.6,42,38.93,0,,,,,,,,
22/01/2025,09:00,Miércoles,Enero 2025,33,42,39.24,0,,,,,,,,
22/01/2025,10:00,Miércoles,Enero 2025,33.8,42,39.63,0,,,,,,,,
22/01/2025,11:00,Miércoles,Enero 2025,35,42,39.79,1,,,,,,,,
22/01/2025,12:00,Miércoles,Enero 2025,35,40.95,39.15,0,,,,,,,,
22/01/2025,13:00,Miércoles,Enero 2025,34.8,39.53,38.09,0,,,,,,,,
22/01/2025,14:00,Miércoles,Enero 2025,33.6,38.58,36.9,0,,,,,,,,
22/01/2025,15:00,Miércoles,Enero 2025,32.9,39.03,37.35,0,,,,,,,,
22/01/2025,16:00,Miércoles,Enero 2025,31.3,39.58,37.57,0,,,,,,,,
22/01/2025,17:00,Miércoles,Enero 2025,29.3,40.28,37.99,0,,,,,,,,
22/01/2025,18:00,Miércoles,Enero 2025,27.5,40.53,38.16,1,,,,,,,,
22/01/2025,19:00,Miércoles,Enero 2025,25.1,40.12,37.72,0,,,,,,,,
22/01/2025,20:00,Miércoles,Enero 2025,23.7,39.56,37.16,0,,,,,,,,
22/01/2025,21:00,Miércoles,Enero 2025,22.6,39.05,36.71,0,,,,,,,,
22/01/2025,22:00,Miércoles,Enero 2025,20.7,38.63,36.18,0,,,,,,,,
22/01/2025,23:00,Miércoles,Enero 2025,20.7,37.76,35.53,0,,,,,,,,
23/01/2025,00:00,Jueves,Enero 2025,20,38.17,35.85,0,,,,,,,,
23/01/2025,01:00,Jueves,Enero 2025,20.5,38.66,36.38,0,,,,,,,,
23/01/2025,02:00,Jueves,Enero 2025,21.4,39.35,36.66,0,,,,,,,,
23/01/2025,03:00,Jueves,Enero 2025,22.3,39.92,36.91,0,,,,,,,,
23/01/2025,04:00,Jueves,Enero 2025,23.6,40.48,37.28,0,,,,,,,,
23/01/2025,05:00,Jueves,Enero 2025,25.2,41.21,37.54,0,,,,,,,,
23/01/2025,06:00,Jueves,Enero 2025,27.7,41.85,37.95,0,,,,,,,,
23/01/2025,07:00,Jueves,Enero 2025,29.8,42,38.44,0,,,,,,,,
23/01/2025,08:00,Jueves,Enero 2025,30.8,42,38.86,0,,,,,,,,
23/01/2025,09:00,Jueves,Enero 2025,32.9,42,39.33,0,,,,,,,,
23/01/2025,10:00,Jueves,Enero 2025,33.9,42,39.71,0,,,,,,,,
23/01/2025,11:00,Jueves,Enero 2025,34.9,42,39.9,1,,,,,,,,
23/01/2025,12:00,Jueves,Enero 2025,35,41.06,39.18,0,,,,,,,,
23/01/2025,13:00,Jueves,Enero 2025,34.5,39.61,38.02,0,,,,,,,,
23/01/2025,14:00,Jueves,Enero 2025,33.9,38.45,36.96,0,,,,,,,,
23/01/2025,15:00,Jueves,Enero 2025,32.9,38.88,37.38,0,,,,,,,,
23/01/2025,16:00,Jueves,Enero 2025,32.9,39.52,37.87,0,,,,,,,,
23/01/2025,17:00,Jueves,Enero 2025,30,39.97,38.24,0,,,,,,,,
23/01/2025,18:00,Jueves,Enero 2025,28.2,40.16,38.33,1,,,,,,,,
23/01/2025,19:00,Jueves,Enero 2025,25.3,39.31,37.75,0,,,,,,,,
23/01/2025,20:00,Jueves,Enero 2025,24,38.72,37.15,0,,,,,,,,
23/01/2025,21:00,Jueves,Enero 2025,22.6,37.9,36.58,0,,,,,,,,
23/01/2025,22:00,Jueves,Enero 2025,21.1,37.16,36.18,0,,,,,,,,
23/01/2025,23:00,Jueves,Enero 2025,20.3,36.51,35.68,0,,,,,,,,
24/01/2025,00:00,Viernes,Enero 2025,20,36.87,36.21,0,,,,,,,,
24/01/2025,01:00,Viernes,Enero 2025,20.3,37.61,36.49,0,,,,,,,,
24/01/2025,02:00,Viernes,Enero 2025,20.9,37.98,36.86,0,,,,,,,,
24/01/2025,03:00,Viernes,Enero 2025,22.6,38.59,37.23,0,,,,,,,,
24/01/2025,04:00,Viernes,Enero 2025,23.8,39.28,37.58,0,,,,,,,,
24/01/2025,05:00,Viernes,Enero 2025,25.9,39.92,38.04,0,,,,,,,,
24/01/2025,06:00,Viernes,Enero 2025,27.4,40.43,38.44,0,,,,,,,,
24/01/2025,07:00,Viernes,Enero 2025,29.1,41,38.67,0,,,,,,,,
24/01/2025,08:00,Viernes,Enero 2025,31.3,41.66,38.97,0,,,,,,,,
24/01/2025,09:00,Viernes,Enero 2025,33.3,42,39.21,0,,,,,,,,
24/01/2025,10:00,Viernes,Enero 2025,34.5,42,39.69,0,,,,,,,,
24/01/2025,11:00,Viernes,Enero 2025,34.6,42,39.85,1,,,,,,,,
24/01/2025,12:00,Viernes,Enero 2025,34.7,40.86,39,0,,,,,,,,
24/01/2025,13:00,Viernes,Enero 2025,34.3,39.45,38.03,0,,,,,,,,
24/01/2025,14:00,Viernes,Enero 2025,34,38.27,37.26,0,,,,,,,,
24/01/2025,15:00,Viernes,Enero 2025,32.8,38.7,37.64,0,,,,,,,,
24/01/2025,16:00,Viernes,Enero 2025,30.9,39.4,38.06,0,,,,,,,,
24/01/2025,17:00,Viernes,Enero 2025,29.2,39.83,38.51,0,,,,,,,,
24/01/2025,18:00,Viernes,Enero 2025,27.5,40.08,38.61,1,,,,,,,,
24/01/2025,19:00,Viernes,Enero 2025,25.9,39.36,38.18,0,,,,,,,,
24/01/2025,20:00,Viernes,Enero 2025,24.2,38.75,37.79,0,,,,,,,,
24/01/2025,21:00,Viernes,Enero 2025,22.4,38.2,37.11,0,,,,,,,,
24/01/2025,22:00,Viernes,Enero 2025,21,37.78,36.72,0,,,,,,,,
24/01/2025,23:00,Viernes,Enero 2025,20.5,37.17,36.31,0,,,,,,,,
25/01/2025,00:00,Sábado,Enero 2025,20.1,37.59,36.73,0,,,,,,,,
25/01/2025,01:00,Sábado,Enero 2025,20.4,38.27,36.98,0,,,,,,,,
25/01/2025,02:00,Sábado,Enero 2025,21.2,38.64,37.51,0,,,,,,,,
25/01/2025,03:00,Sábado,Enero 2025,21.8,38.99,37.82,0,,,,,,,,
25/01/2025,04:00,Sábado,Enero 2025,23.4,39.62,38.16,0,,,,,,,,
25/01/2025,05:00,Sábado,Enero 2025,25.8,40.34,38.67,0,,,,,,,,
25/01/2025,06:00,Sábado,Enero 2025,27.7,40.71,38.92,0,,,,,,,,
25/01/2025,07:00,Sábado,Enero 2025,29.1,41.19,39.35,0,,,,,,,,
25/01/2025,08:00,Sábado,Enero 2025,31.3,41.67,39.61,0,,,,,,,,
25/01/2025,09:00,Sábado,Enero 2025,33.2,42,39.93,0,,,,,,,,
25/01/2025,10:00,Sábado,Enero 2025,34.3,42,40,0,,,,,,,,
25/01/2025,11:00,Sábado,Enero 2025,34.9,42,40,1,,,,,,,,
25/01/2025,12:00,Sábado,Enero 2025,34.7,40.89,38.96,0,,,,,,,,
25/01/2025,13:00,Sábado,Enero 2025,35,39.6,37.96,0,,,,,,,,
25/01/2025,14:00,Sábado,Enero 2025,33.7,38.59,36.98,0,,,,,,,,
25/01/2025,15:00,Sábado,Enero 2025,32.7,39.27,37.42,0,,,,,,,,
25/01/2025,16:00,Sábado,Enero 2025,31,39.61,37.82,0,,,,,,,,
25/01/2025,17:00,Sábado,Enero 2025,29.3,40.31,38.27,0,,,,,,,,
25/01/2025,18:00,Sábado,Enero 2025,28,40.57,38.36,1,,,,,,,,
25/01/2025,19:00,Sábado,Enero 2025,25.3,40.02,37.8,0,,,,,,,,
25/01/2025,20:00,Sábado,Enero 2025,23.7,39.25,37.29,0,,,,,,,,
25/01/2025,21:00,Sábado,Enero 2025,21.9,38.62,36.97,0,,,,,,,,
25/01/2025,22:00,Sábado,Enero 2025,21.2,37.79,36.51,0,,,,,,,,
25/01/2025,23:00,Sábado,Enero 2025,20.3,37.01,36.08,0,,,,,,,,
26/01/2025,00:00,Domingo,Enero 2025,20,37.62,36.3,0,,,,,,,,
26/01/2025,01:00,Domingo,Enero 2025,20.2,38.25,36.53,0,,,,,,,,
26/01/2025,02:00,Domingo,Enero 2025,21.3,38.61,36.93,0,,,,,,,,
26/01/2025,03:00,Domingo,Enero 2025,22.6,39.12,37.45,0,,,,,,,,
26/01/2025,04:00,Domingo,Enero 2025,24.1,39.66,37.72,0,,,,,,,,
26/01/2025,05:00,Domingo,Enero 2025,26,40.14,38.15,0,,,,,,,,
26/01/2025,06:00,Domingo,Enero 2025,27.9,40.52,38.55,0,,,,,,,,
26/01/2025,07:00,Domingo,Enero 2025,29.5,41.16,39.08,0,,,,,,,,
26/01/2025,08:00,Domingo,Enero 2025,31.7,41.58,39.59,0,,,,,,,,
26/01/2025,09:00,Domingo,Enero 2025,32.5,42,40,0,,,,,,,,
26/01/2025,10:00,Domingo,Enero 2025,33.9,42,40,0,,,,,,,,
26/01/2025,11:00,Domingo,Enero 2025,35,42,40,1,,,,,,,,
26/01/2025,12:00,Domingo,Enero 2025,34.5,40.9,38.88,0,,,,,,,,
26/01/2025,13:00,Domingo,Enero 2025,35,39.6,38.37,0,,,,,,,,
26/01/2025,14:00,Domingo,Enero 2025,34,38.44,37.82,0,,,,,,,,
26/01/2025,15:00,Domingo,Enero 2025,33.2,38.93,38.08,0,,,,,,,,
26/01/2025,16:00,Domingo,Enero 2025,30.9,39.29,38.42,0,,,,,,,,
26/01/2025,17:00,Domingo,Enero 2025,29.2,39.67,38.84,0,,,,,,,,
26/01/2025,18:00,Domingo,Enero 2025,27.8,39.88,39,1,,,,,,,,
26/01/2025,19:00,Domingo,Enero 2025,25.2,39.41,38.66,0,,,,,,,,
26/01/2025,20:00,Domingo,Enero 2025,24.1,38.77,38,0,,,,,,,,
26/01/2025,21:00,Domingo,Enero 2025,22.4,37.96,37.35,0,,,,,,,,
26/01/2025,22:00,Domingo,Enero 2025,20.8,37.18,36.76,0,,,,,,,,
26/01/2025,23:00,Domingo,Enero 2025,20,36.66,36.44,0,,,,,,,,
27/01/2025,00:00,Lunes,Enero 2025,20,37.3,36.64,0,,,,,,,,
27/01/2025,01:00,Lunes,Enero 2025,20.4,37.93,36.87,0,,,,,,,,
27/01/2025,02:00,Lunes,Enero 2025,20.6,38.4,37.21,0,,,,,,,,
